"Season","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2007","CHW","2257","6103","190","693","667","78","8.7%","18.8%",".158",".278",".246",".318",".404",".316","","86","-15.7","-125.7","-55.7","2.9"
"1934","SLB","1737","5922","62","674","632","43","8.7%","10.6%",".105",".294",".268",".335",".373",".330","","77","-7.7","-202.3","19.1","2.9"
"1912","NYH","1570","5772","18","632","502","247","8.0%","",".075","",".259",".329",".334",".323","","86","7.0","-93.5","-72.2","2.9"
"1884","PHI","1026","4207","14","549","343","","5.0%","12.2%",".067",".265",".234",".272",".301",".266","","89","0.0","-74.8","-42.4","2.9"
"1931","CHW","1884","6102","27","705","649","94","7.9%","7.2%",".083",".278",".260",".323",".343",".313","","79","0.5","-176.1","-18.3","2.8"
"1979","ATL","2093","6036","126","669","626","98","8.1%","13.6%",".121",".280",".256",".318",".377",".311","","82","1.3","-127.4","-49.4","2.8"
"1926","BOS","1752","5867","32","561","521","52","8.1%","7.5%",".087",".274",".255",".321",".342",".316","","73","-12.0","-220.9","34.7","2.8"
"2019","MIA","2402","6045","146","615","593","55","6.5%","24.3%",".134",".300",".241",".298",".375",".288","","79","-23.9","-195.6","26.4","2.8"
"1895","STL","1267","5257","38","747","629","205","7.3%","5.3%",".093",".293",".281",".338",".374",".339","","85","-4.7","-143.0","-37.1","2.8"
"1940","PHI","1768","5673","75","494","459","25","7.7%","9.3%",".092",".254",".238",".300",".331",".294","","73","2.3","-183.9","35.8","2.8"
"1882","DET","776","3266","19","407","271","","3.7%","9.4%",".083",".250",".230",".259",".314",".261","","89","0.0","-53.5","-26.7","2.7"
"1970","CHW","2110","6132","123","633","587","53","7.8%","14.2%",".109",".278",".253",".315",".362",".305","","82","-0.6","-129.2","-34.7","2.7"
"2005","KCR","2259","6086","126","701","653","53","7.0%","16.6%",".134",".298",".263",".320",".396",".313","","87","6.3","-91.5","-87.3","2.7"
"1955","WAS","2012","5832","80","598","566","25","9.2%","11.2%",".102",".269",".248",".322",".351",".307","","83","-3.1","-128.6","-51.2","2.7"
"1903","STL","1329","5096","8","505","404","171","5.4%","",".062","",".251",".297",".313",".293","","78","1.5","-146.3","-16.6","2.7"
"1962","HOU","2114","6198","105","592","549","42","8.0%","13.0%",".104",".270",".246",".310",".351",".298","","83","-3.0","-137.4","-49.3","2.6"
"1934","CIN","1746","5785","55","590","560","34","5.4%","9.2%",".097",".288",".266",".311",".364",".312","","81","4.5","-140.3","-22.9","2.6"
"1908","STL","1569","5450","17","372","301","150","5.2%","",".060","",".223",".271",".283",".273","","79","-0.2","-116.3","-32.5","2.6"
"1926","PHI","1825","5851","75","687","632","47","7.2%","8.2%",".108",".299",".281",".337",".390",".341","","87","6.8","-91.6","-59.5","2.5"
"1936","PHA","1686","5991","72","714","663","59","8.8%","9.9%",".107",".291",".269",".336",".376",".332","","76","-10.8","-231.9","30.8","2.5"
"1947","WAS","1739","5717","42","496","459","53","9.2%","9.3%",".080",".263",".241",".313",".321",".302","","79","-11.0","-153.4","-4.7","2.5"
"1951","CIN","1887","5775","88","559","528","44","7.2%","10.0%",".103",".264",".248",".304",".351",".305","","74","-3.6","-194.7","25.6","2.5"
"1994","SDP","1609","4519","92","479","445","79","7.1%","16.9%",".126",".316",".275",".330",".401",".319","","90","-0.4","-61.1","-63.2","2.4"
"1895","LOU","1251","5205","34","698","574","156","6.6%","6.2%",".089",".294",".279",".339",".368",".337","","87","-14.2","-130.2","-48.5","2.4"
"1924","PHI","1780","5855","94","676","615","57","6.5%","7.7%",".123",".287",".275",".328",".397",".338","","79","-4.1","-154.1","-14.3","2.3"
"1892","STL","1442","5918","45","703","553","209","10.3%","8.3%",".072",".242",".226",".312",".298",".305","","83","-12.6","-154.0","-44.1","2.3"
"1942","PHA","1690","5823","33","549","517","44","7.6%","8.4%",".076",".269",".249",".309",".325",".305","","78","-10.9","-164.3","-12.8","2.2"
"2010","SEA","2104","5989","101","513","485","142","7.7%","19.8%",".104",".282",".236",".298",".339",".285","","79","-1.0","-148.9","-40.5","2.2"
"1884","RIC","408","1546","7","194","6","","3.4%","",".086","",".222",".261",".308",".262","","88","0.0","-27.4","-1.9","2.2"
"2009","KCR","2247","6103","144","686","657","88","7.5%","17.9%",".146",".298",".259",".318",".405",".318","","88","-18.9","-110.3","-82.0","2.2"
"1972","SDP","1973","5750","102","488","452","78","7.1%","17.0%",".106",".259",".227",".283",".332",".281","","79","0.4","-134.8","-41.6","2.1"
"1890","PHA","1216","5052","24","702","508","305","9.4%","",".079","",".235",".320",".314",".316","","90","8.5","-64.4","-70.5","2.1"
"1969","CLE","2162","6014","119","573","534","85","8.9%","15.1%",".108",".263",".237",".307",".345",".298","","79","5.1","-137.8","-17.9","2.1"
"1933","SLB","1724","5905","64","669","606","72","8.8%","9.4%",".107",".273",".253",".322",".360",".320","","76","-11.3","-201.6","11.7","2.1"
"2018","BAL","2313","6034","188","622","593","81","7.0%","23.4%",".152",".286",".239",".298",".391",".299","","87","-9.6","-104.1","-75.1","2.0"
"1922","BOS","1739","5873","45","598","510","64","6.4%","7.6%",".094",".281",".263",".317",".356",".315","","74","-3.8","-203.8","32.6","2.0"
"2013","HOU","2266","6020","148","610","566","110","7.1%","25.5%",".136",".304",".240",".299",".375",".298","","85","-8.9","-112.7","-64.4","1.9"
"1993","SDP","2316","6137","153","679","633","92","7.2%","17.0%",".137",".283",".252",".312",".389",".311","","86","2.6","-103.5","-93.8","1.9"
"1927","PHI","1711","5956","57","678","617","68","7.3%","8.1%",".090",".299",".280",".337",".370",".333","","80","9.3","-138.7","-32.1","1.9"
"1977","TOR","1668","6058","100","605","552","65","8.2%","13.5%",".113",".279",".252",".316",".365",".305","","82","-4.9","-131.2","-54.2","1.9"
"1890","BAL","347","1366","2","182","119","101","9.2%","",".059","",".229",".316",".289",".305","","79","5.6","-37.6","10.7","1.9"
"1961","KCA","2097","6164","90","683","631","58","9.4%","12.5%",".107",".272",".247",".320",".354",".306","","78","4.7","-167.6","-6.2","1.8"
"1992","CAL","1783","5917","88","579","537","160","7.0%","14.9%",".094",".275",".243",".301",".338",".291","","77","-8.0","-158.5","-8.9","1.8"
"1980","SEA","1822","6142","104","610","564","116","7.9%","11.8%",".108",".267",".248",".308",".356",".300","","78","-2.1","-159.4","-26.5","1.7"
"1881","WOR","748","3214","7","410","277","","3.8%","5.3%",".064",".265",".253",".281",".316",".277","","83","0.0","-76.7","-28.6","1.7"
"1871","ROC","225","1074","3","231","147","53","3.5%","2.8%",".099",".270",".264",".291",".364",".292","","93","3.5","-14.0","-6.9","1.7"
"1903","WAS","1311","4990","17","437","372","131","5.2%","",".080","",".231",".277",".311",".281","","76","-2.0","-146.2","-6.3","1.6"
"1877","CIN","525","2213","6","291","224","","3.5%","5.0%",".074",".267",".255",".282",".329",".282","","99","0.0","-4.1","-51.2","1.6"
"1896","LOU","1296","5057","37","653","520","195","7.3%","8.4%",".090",".281",".261",".322",".351",".323","","82","-6.9","-150.1","-33.7","1.6"
"1886","BAL","1262","5054","8","625","417","269","7.5%","",".054","",".204",".269",".258",".258","","77","14.8","-162.1","-13.1","1.6"
"1884","KCC","745","2925","6","311","","","4.2%","",".054","",".199",".232",".253",".226","","80","0.0","-82.9","-46.1","1.5"
"1988","ATL","2119","6013","96","555","527","95","7.2%","14.1%",".105",".269",".242",".298",".348",".290","","79","-11.6","-145.5","-29.6","1.5"
"1921","PHI","1676","5760","88","617","573","66","5.1%","10.7%",".113",".308",".284",".324",".397",".332","","77","-6.1","-174.2","-9.9","1.5"
"1904","WAS","1463","5606","10","437","348","150","5.0%","",".061","",".227",".275",".288",".273","","82","-1.6","-108.5","-62.7","1.5"
"1972","TEX","2068","5680","56","461","424","126","8.9%","16.3%",".073",".254",".217",".290",".290",".270","","74","0.7","-144.8","1.0","1.4"
"1887","NYM","1254","5309","21","754","549","305","8.3%","",".080","",".248",".318",".329",".310","","87","-20.3","-141.1","-70.0","1.4"
"1874","HAR","481","2173","2","371","243","27","1.4%","2.6%",".059",".282",".276",".286",".335",".285","","94","-3.9","-26.0","-37.8","1.4"
"1872","CLE","198","960","0","174","116","12","1.8%","1.4%",".040",".292",".288",".301",".329",".295","","98","2.6","-1.0","-16.8","1.4"
"2010","PIT","2327","5974","126","587","570","87","7.8%","20.2%",".131",".288",".242",".304",".373",".300","","84","-5.8","-119.0","-48.1","1.4"
"1891","WAS","1281","5259","19","691","536","219","8.9%","9.2%",".079",".276",".251",".328",".330",".325","","90","-6.9","-89.8","-107.6","1.4"
"1999","MIN","1957","6124","105","686","643","118","8.2%","16.0%",".120",".301",".264",".328",".384",".315","","79","-3.5","-179.4","-23.7","1.3"
"1871","CLE","261","1212","7","249","164","18","2.1%","2.1%",".115",".278",".277",".292",".391",".300","","94","-1.5","-17.7","-13.0","1.3"
"1999","COL","2282","6369","223","906","863","70","8.0%","13.6%",".184",".304",".288",".348",".472",".354","","84","-5.3","-146.1","-45.2","1.3"
"1884","SPS","82","279","0","24","","","2.5%","",".055","",".180",".201",".235",".201","","91","0.0","-3.5","2.1","1.2"
"1928","PHI","1845","5917","85","660","607","52","8.5%","8.6%",".116",".283",".267",".333",".382",".334","","79","7.5","-155.1","-18.9","1.1"
"1888","KCC","1198","4933","19","579","431","257","5.8%","",".070","",".218",".273",".288",".269","","78","-9.1","-161.3","-22.3","1.1"
"1876","PHN","544","2414","7","378","249","","1.1%","1.5%",".071",".273",".271",".279",".342",".286","","97","0.0","-9.4","-59.9","1.0"
"2001","MON","2165","6026","131","670","622","101","7.9%","17.8%",".143",".291",".253",".319",".396",".309","","79","-2.2","-172.0","-14.2","1.0"
"2004","KCR","2169","6153","150","720","675","67","7.5%","17.2%",".139",".293",".259",".322",".397",".314","","82","-9.3","-152.8","-47.4","1.0"
"2020","PIT","873","2134","59","219","210","16","7.8%","24.4%",".137",".268",".220",".284",".357",".279","","73","-2.3","-77.0","-9.0","0.9"
"1958","WAS","2003","5763","121","553","526","22","8.3%","13.0%",".116",".259",".240",".307",".357",".299","","81","-8.4","-138.2","-34.1","0.9"
"1942","PHI","1840","5557","44","394","356","37","7.1%","8.8%",".074",".250",".232",".289",".306",".287","","74","5.0","-151.6","2.3","0.8"
"1974","SDP","2274","6120","99","541","506","85","9.2%","14.7%",".101",".256",".229",".302",".330",".293","","83","1.0","-120.0","-70.6","0.8"
"1923","PHI","1783","6054","112","748","677","70","6.8%","9.2%",".123",".294",".278",".333",".401",".342","","80","-3.8","-166.0","-37.4","0.7"
"1886","WAS","1106","4347","23","445","332","143","6.1%","13.4%",".075",".240",".210",".258",".285",".259","","77","-1.6","-153.2","-16.7","0.7"
"1955","BAL","2082","5935","54","540","503","34","9.5%","12.5%",".079",".269",".240",".314",".320",".293","","78","-6.9","-167.0","-35.9","0.6"
"1957","WAS","1996","5895","111","603","572","13","8.9%","12.4%",".119",".263",".244",".316",".363",".305","","85","-8.3","-110.8","-68.6","0.4"
"1898","STL","1464","5798","13","571","470","104","6.6%","",".057","",".247",".309",".305",".304","","79","-11.7","-178.0","-33.6","0.4"
"1880","BUF","769","3052","3","331","240","","2.9%","10.7%",".063",".253",".226",".249",".289",".246","","85","0.0","-59.5","-45.6","0.3"
"1953","PIT","1960","5902","99","622","571","41","8.9%","12.1%",".109",".270",".247",".319",".356",".313","","73","-3.0","-211.7","25.9","0.3"
"1875","NHE","427","1728","2","170","102","35","0.8%","3.6%",".043",".225",".218",".224",".260",".222","","85","1.0","-40.2","-18.0","0.3"
"1884","ALT","226","921","2","90","","","2.4%","",".053","",".248",".266",".301",".261","","89","0.0","-14.7","-26.8","0.3"
"1962","NYM","2245","6242","139","617","573","59","9.9%","15.9%",".121",".268",".240",".318",".361",".307","","80","-6.9","-163.9","-47.3","0.2"
"1996","DET","1760","6203","204","783","741","87","8.8%","20.4%",".165",".294",".256",".323",".420",".325","","86","-6.5","-130.6","-97.7","0.2"
"2020","TEX","865","2147","62","224","204","49","7.8%","25.5%",".147",".266",".217",".285",".364",".283","","77","3.0","-57.3","-17.8","0.1"
"1927","BOS","1850","5865","28","597","550","81","7.3%","8.1%",".098",".281",".259",".320",".357",".318","","75","-7.4","-203.8","-5.0","0.0"
"1893","WAS","1205","5328","23","722","608","154","9.8%","4.4%",".088",".276",".265",".346",".353",".342","","88","-14.4","-121.8","-81.2","0.0"
"1906","BSN","1425","5452","16","408","330","95","6.5%","",".055","",".226",".286",".281",".282","","77","-16.0","-148.7","-27.0","-0.1"
"1874","BAL","427","1800","1","227","140","12","1.2%","2.0%",".035",".249",".245",".254",".280",".248","","80","0.3","-66.3","-12.3","-0.1"
"1939","SLB","1846","6132","91","733","696","48","9.1%","9.9%",".113",".288",".268",".339",".381",".336","","81","-9.6","-174.3","-49.2","-0.1"
"1879","TRO","695","2886","4","321","206","","1.6%","6.3%",".057",".252",".237",".249",".294",".246","","85","0.0","-63.2","-34.0","-0.1"
"1872","MID","216","1027","1","220","106","5","0.5%","1.2%",".049",".290",".288",".291",".337",".290","","93","1.3","-13.5","-26.8","-0.1"
"1910","SLB","1631","5671","12","454","347","169","7.3%","",".057","",".218",".281",".274",".277","","77","-2.7","-136.9","-32.7","-0.1"
"1965","NYM","2316","5976","107","495","460","28","6.6%","18.9%",".106",".259",".221",".277",".327",".271","","71","-9.9","-208.8","19.9","-0.2"
"1983","SEA","1789","5907","111","558","536","144","7.8%","14.2%",".120",".264",".240",".301",".360",".297","","80","-3.3","-141.1","-54.4","-0.2"
"1948","WAS","1908","5784","31","578","537","76","9.8%","9.9%",".087",".269",".244",".322",".331",".312","","75","-7.3","-190.6","-6.0","-0.2"
"1897","STL","1243","5149","31","588","484","172","6.9%","",".081","",".275",".336",".356",".333","","83","-8.5","-149.4","-51.9","-0.3"
"2004","ARI","2295","6114","135","615","582","53","7.2%","16.7%",".140",".286",".253",".310",".393",".305","","74","-7.7","-212.2","2.3","-0.4"
"1974","CHC","2245","6345","110","669","610","78","9.8%","13.5%",".114",".277",".251",".327",".365",".318","","88","-11.0","-101.0","-111.1","-0.4"
"1975","DET","1584","5853","125","570","546","63","6.5%","14.9%",".116",".275",".249",".301",".366",".305","","83","-8.5","-117.8","-76.1","-0.4"
"1878","MIL","551","2281","2","256","177","","3.0%","9.4%",".050",".276",".250",".272",".300",".268","","85","0.0","-47.7","-33.0","-0.4"
"1922","BSN","1723","5750","32","596","509","67","6.7%","7.8%",".078",".283",".263",".317",".341",".310","","72","-2.5","-216.7","-0.2","-0.5"
"1938","PHI","1753","5713","40","550","503","38","7.4%","8.9%",".079",".275",".254",".312",".333",".303","","77","5.6","-157.2","-20.4","-0.6"
"1875","PCN","127","540","0","70","40","4","1.9%","4.6%",".053",".248",".236",".250",".289",".248","","94","1.6","-3.6","-20.5","-0.7"
"1976","ATL","2036","6107","82","620","586","74","9.6%","13.3%",".089",".273",".245",".320",".334",".305","","81","-9.5","-141.8","-67.9","-0.7"
"1963","HOU","1995","5983","62","464","420","39","7.6%","15.7%",".081",".254",".220",".283",".301",".264","","74","-1.7","-174.1","-38.0","-0.7"
"1884","PIT","995","3873","2","406","1","","3.7%","",".057","",".211",".248",".268",".241","","78","0.0","-125.3","-18.7","-0.8"
"1905","BSN","1459","5632","17","468","387","132","5.4%","",".058","",".234",".284",".293",".282","","75","-8.2","-175.9","-27.8","-0.8"
"1964","HOU","1948","5859","70","495","452","40","6.5%","14.9%",".086",".260",".229",".285",".315",".269","","73","-8.4","-184.3","-27.0","-0.9"
"1954","PIT","1901","5836","76","557","526","21","9.7%","12.6%",".103",".273",".248",".323",".350",".313","","75","3.4","-183.5","-8.0","-0.9"
"1879","CLE","740","3024","4","322","229","","1.2%","7.1%",".062",".239",".223",".232",".285",".234","","81","0.0","-82.0","-29.5","-1.0"
"1889","LOU","1285","5316","22","632","503","203","6.0%","9.8%",".078",".278",".252",".303",".330",".305","","83","-14.6","-158.8","-63.2","-1.0"
"2002","DET","2096","5920","124","575","546","65","6.1%","17.5%",".132",".283",".248",".300",".379",".297","","82","-9.4","-143.6","-68.1","-1.0"
"1875","SLR","173","700","0","60","32","27","1.7%","6.4%",".032",".213",".199",".213",".231",".206","","75","1.6","-26.2","-10.7","-1.0"
"1924","BSN","1708","5767","25","520","459","74","6.1%","7.8%",".071",".277",".256",".306",".327",".300","","73","-1.2","-193.0","-7.3","-1.0"
"1872","WSO","82","369","0","54","33","0","1.1%","1.1%",".044",".252",".249",".257",".293",".256","","78","-1.5","-19.1","-11.9","-1.0"
"1925","BOS","1738","5840","41","640","591","42","8.7%","7.2%",".098",".284",".266",".335",".365",".328","","77","-3.9","-197.0","-19.1","-1.1"
"2003","DET","2278","6071","153","591","553","98","7.3%","18.1%",".135",".272",".240",".300",".375",".296","","80","-6.5","-162.3","-59.2","-1.2"
"1875","KEO","117","450","0","45","30","4","0.2%","4.9%",".047",".190",".180",".182",".227",".186","","57","-1.9","-32.4","-0.4","-1.3"
"1981","MIN","1187","4026","47","378","359","34","6.8%","12.3%",".098",".265",".240",".293",".338",".288","","77","-3.1","-100.4","-33.3","-1.3"
"1887","CLE","1201","5070","14","729","562","355","7.4%","",".080","",".252",".314",".332",".308","","84","-5.5","-144.6","-84.4","-1.3"
"1873","WSN","351","1582","2","283","192","5","1.2%","2.1%",".052",".266",".261",".270",".313",".269","","80","0.5","-67.3","-18.5","-1.4"
"1952","PIT","1926","5775","92","515","478","43","8.4%","12.5%",".100",".253",".231",".300",".331",".298","","70","-2.2","-206.5","4.9","-1.4"
